year,sex,race,borough,frisked,arrest,force,summons,contraband,weapons,numberOfEach,
2009,1,2,Manhattan,1,0,1,0,0,1,1,
2009,0,2,Brooklyn,1,0,0,1,1,1,1,
2009,0,2,Brooklyn,0,0,0,0,0,1,1,
2009,1,2,Queens,1,0,1,0,1,0,1,
2009,0,2,Manhattan,0,1,0,0,0,1,1,
2009,1,2,SI,1,1,1,0,1,1,1,
2009,0,2,Bronx,1,0,1,1,1,1,1,
2009,0,2,Brooklyn,1,0,0,1,1,0,1,
2009,1,2,Queens,1,1,1,0,1,0,1,
2009,0,2,Bronx,0,0,1,1,0,1,1,
2009,1,2,Brooklyn,0,1,0,1,0,0,1,
2009,0,2,Brooklyn,1,0,0,0,1,0,1,
2009,0,2,Queens,1,0,1,0,1,0,1,
2009,1,2,SI,1,0,1,1,0,0,1,
2009,1,2,Queens,1,1,0,0,0,0,1,
2009,1,2,Queens,1,0,1,1,0,0,1,
2009,1,2,Bronx,0,0,0,0,0,1,1,
2009,0,2,Bronx,0,1,1,1,1,0,1,
2009,0,2,Brooklyn,0,0,0,1,0,1,1,
2009,1,2,Bronx,1,0,1,1,1,0,1,
2009,1,2,Manhattan,1,1,1,0,1,1,1,
2009,0,2,Bronx,1,1,0,1,1,0,1,
2009,0,2,Manhattan,0,0,0,0,1,1,1,
2009,0,2,Queens,1,0,0,0,1,1,1,
2009,0,2,Bronx,0,1,1,0,1,0,1,
2009,1,2,Manhattan,0,1,1,0,1,0,1,
2009,0,2,SI,1,0,1,1,0,0,1,
2009,0,2,SI,1,1,0,1,0,0,1,
2009,0,2,Queens,0,0,1,0,1,0,1,
2009,0,2,Queens,0,0,1,1,1,0,1,
2009,1,2,SI,0,1,0,0,0,0,1,
2009,1,2,Queens,0,1,1,0,0,0,1,
2009,0,2,Bronx,1,1,0,1,0,1,1,
2009,0,2,SI,1,1,0,0,1,0,1,
2009,1,2,SI,1,1,1,1,0,0,1,
2009,0,2,Brooklyn,0,1,0,1,0,0,1,
2009,1,2,Brooklyn,1,1,1,0,0,1,1,
2009,1,2,Bronx,1,1,0,1,0,0,1,
2009,0,2,Manhattan,1,1,1,1,0,1,1,
2009,0,2,SI,0,0,1,1,0,0,1,
2009,0,2,Brooklyn,1,1,1,1,0,1,1,
2009,1,2,Brooklyn,0,1,0,0,0,1,1,
2009,1,2,Bronx,1,1,0,0,0,1,1,
2009,0,2,Manhattan,1,0,0,1,1,1,1,
2009,0,2,SI,0,1,0,0,1,0,1,
2009,0,2,Queens,1,1,0,1,0,0,1,
2009,0,2,Bronx,1,1,0,1,1,1,1,
2009,1,2,Manhattan,1,1,1,0,1,0,1,
2009,0,2,Manhattan,0,1,0,0,1,1,1,
2009,1,2,Manhattan,0,0,1,1,0,0,1,
2009,0,2,Bronx,1,0,0,0,1,1,1,
2009,1,2,Bronx,1,1,0,0,1,0,1,
2009,1,2,Queens,0,0,0,0,1,0,1,
2009,0,2,Manhattan,0,1,0,1,1,0,1,
2009,1,2,Brooklyn,1,1,1,1,0,0,1,
2009,1,2,Bronx,1,1,1,0,0,1,1,
2009,0,2,Bronx,0,0,0,0,0,1,1,
2009,1,2,Queens,0,0,0,1,1,0,1,
2009,0,2,Brooklyn,1,1,1,1,1,0,1,
2010,1,2,SI,1,1,0,0,0,0,1,
2010,1,2,SI,1,0,1,1,0,0,1,
2010,0,2,Bronx,0,1,0,0,1,1,1,
2010,1,2,Brooklyn,0,1,1,0,1,0,1,
2010,0,2,Brooklyn,1,1,1,1,1,0,1,
2010,0,2,Queens,1,1,1,1,0,0,1,
2010,0,2,Manhattan,1,1,1,1,1,0,1,
2010,0,2,Queens,0,1,0,0,0,1,1,
2010,0,2,Manhattan,0,0,0,1,0,1,1,
2010,0,2,Bronx,1,1,0,1,0,1,1,
2010,1,2,Bronx,1,0,1,1,0,1,1,
2010,1,2,Manhattan,1,0,1,0,0,1,1,
2010,1,2,Brooklyn,0,0,0,0,1,0,1,
2010,0,2,Manhattan,0,1,0,1,0,0,1,
2010,1,2,SI,1,1,1,0,0,0,1,
2010,0,2,Bronx,0,1,1,1,0,0,1,
2010,1,2,SI,1,1,0,0,1,0,1,
2010,1,2,Bronx,0,1,1,0,1,0,1,
2010,0,2,SI,1,0,0,1,0,1,1,
2010,0,2,Queens,0,0,0,0,1,0,1,
2010,0,2,Manhattan,0,0,1,0,0,1,1,
2010,1,2,SI,0,0,1,0,0,1,1,
2010,1,2,Brooklyn,0,1,1,0,0,0,1,
2010,1,2,Queens,0,1,1,0,0,0,1,
2010,0,2,Queens,1,0,0,1,0,1,1,
2010,0,2,Queens,1,1,0,0,1,1,1,
2010,1,2,Brooklyn,1,0,1,0,1,0,1,
2010,1,2,Brooklyn,0,1,0,0,0,1,1,
2010,1,2,Queens,0,0,1,1,0,0,1,
2010,1,2,Bronx,1,1,1,1,0,0,1,
2010,1,2,Queens,1,1,1,0,1,0,1,
2010,0,2,SI,1,1,0,0,0,1,1,
2010,0,2,Queens,0,0,1,1,1,0,1,
2010,1,2,Brooklyn,1,0,1,1,1,0,1,
2010,1,2,Queens,0,1,0,0,0,0,1,
2010,0,2,Bronx,0,0,1,1,0,1,1,
2010,0,2,Manhattan,0,1,0,0,0,1,1,
2010,1,2,SI,0,0,1,1,0,0,1,
2010,0,2,Brooklyn,0,0,1,0,0,1,1,
2010,0,2,Bronx,0,1,0,1,1,0,1,
2010,1,2,Manhattan,1,0,1,1,1,0,1,
2010,0,2,SI,0,1,0,0,1,0,1,
2010,0,2,Bronx,0,1,1,0,0,1,1,
2010,0,2,Manhattan,0,0,0,1,1,0,1,
2010,1,2,SI,1,1,1,0,1,0,1,
2010,1,2,Manhattan,1,1,0,1,1,0,1,
2010,1,2,Bronx,1,1,0,1,0,0,1,
2010,1,2,Manhattan,0,1,0,1,0,0,1,
2011,0,2,Queens,1,0,1,0,1,1,1,
2011,1,2,Bronx,1,0,1,0,1,0,1,
2011,0,2,Bronx,0,1,1,1,0,0,1,
2011,0,2,Bronx,1,0,1,1,1,1,1,
2011,1,2,Brooklyn,1,1,1,0,1,1,1,
2011,1,2,SI,1,0,0,1,1,0,1,
2011,1,2,Bronx,1,1,1,1,1,0,1,
2011,1,2,Manhattan,0,1,1,0,1,0,1,
2011,0,2,SI,0,0,0,1,1,0,1,
2011,0,2,SI,1,0,0,1,1,0,1,
2011,1,2,Queens,0,1,1,0,1,0,1,
2011,1,2,Brooklyn,0,0,1,0,1,1,1,
2011,0,2,Bronx,1,1,0,1,0,1,1,
2011,0,2,Manhattan,0,1,0,0,0,1,1,
2011,0,2,SI,1,1,0,0,0,1,1,
2011,0,2,Bronx,0,1,0,1,1,0,1,
2011,1,2,Queens,0,0,1,1,1,0,1,
2011,1,2,Manhattan,1,1,1,0,1,0,1,
2011,0,2,Brooklyn,0,0,0,0,1,0,1,
2011,0,2,SI,1,1,1,1,0,0,1,
2011,1,2,Bronx,0,0,0,1,0,1,1,
2011,0,2,Bronx,0,1,1,1,1,0,1,
2011,0,2,Brooklyn,1,1,1,1,0,0,1,
2011,1,2,Brooklyn,0,1,0,0,0,1,1,
2011,0,2,SI,0,1,0,0,0,0,1,
2011,0,2,Queens,0,0,1,0,0,1,1,
2011,1,2,SI,1,0,0,1,0,0,1,
2011,0,2,SI,0,0,1,1,0,0,1,
2011,1,2,Manhattan,1,0,1,0,1,0,1,
2011,1,2,Manhattan,1,0,1,1,0,1,1,
2011,0,2,Manhattan,1,1,1,1,0,0,1,
2011,0,2,Manhattan,0,1,0,0,1,1,1,
2011,0,2,Bronx,1,0,0,1,1,1,1,
2011,0,2,Bronx,1,0,0,1,0,1,1,
2011,1,2,Bronx,1,0,0,1,1,0,1,
2011,0,2,Brooklyn,1,0,1,0,1,0,1,
2011,1,2,Brooklyn,1,1,0,0,0,1,1,
2011,0,2,Brooklyn,1,1,0,1,0,0,1,
2011,0,2,Brooklyn,0,1,0,0,0,1,1,
2011,1,2,Queens,1,0,0,0,0,1,1,
2011,0,2,Queens,0,0,0,0,1,0,1,
2011,0,2,Queens,1,1,1,1,0,0,1,
2011,0,2,SI,1,1,0,1,0,0,1,
2011,0,2,SI,0,1,0,0,1,0,1,
2011,0,2,SI,0,1,1,0,1,0,1,
2011,0,2,Bronx,1,0,0,0,1,1,1,
2011,1,2,Manhattan,1,0,0,1,1,0,1,
2011,1,2,Bronx,1,0,0,0,0,1,1,
2011,0,2,Manhattan,0,0,1,1,1,0,1,
2011,1,2,Queens,0,1,0,0,1,0,1,
2011,0,2,Manhattan,1,0,0,0,1,1,1,
2011,1,2,Bronx,1,1,0,0,1,0,1,
2011,1,2,Bronx,1,1,0,0,0,1,1,
2011,0,2,SI,1,1,1,0,1,1,1,
2011,0,2,Bronx,0,1,0,1,0,0,1,
2011,0,2,Bronx,1,1,0,1,1,1,1,
2011,0,2,SI,1,0,1,1,1,0,1,
2011,1,2,SI,1,1,0,1,0,0,1,
2012,1,2,Queens,0,1,1,0,1,0,1,
2012,0,2,Bronx,0,1,0,0,1,1,1,
2012,0,2,Manhattan,0,1,1,0,1,1,1,
2012,0,2,Brooklyn,1,0,1,1,1,0,1,
2012,1,2,SI,1,1,1,0,0,0,1,
2012,1,2,Brooklyn,1,0,1,1,0,1,1,
2012,1,2,Brooklyn,0,0,0,0,1,0,1,
2012,0,2,SI,1,1,0,0,0,1,1,
2012,0,2,SI,1,0,1,1,1,0,1,
2012,1,2,Manhattan,1,0,0,0,0,1,1,
2012,1,2,Brooklyn,1,0,1,1,1,0,1,
2012,1,2,Brooklyn,0,1,0,0,1,1,1,
2012,0,2,Queens,0,0,0,0,1,0,1,
2012,0,2,Manhattan,1,0,1,1,0,1,1,
2012,1,2,Brooklyn,1,0,1,1,0,0,1,
2012,1,2,Manhattan,1,1,1,0,1,1,1,
2012,1,2,Brooklyn,0,1,0,0,1,0,1,
2012,1,2,Bronx,0,1,1,0,1,0,1,
2012,0,2,SI,1,0,0,0,0,1,1,
2012,1,2,Bronx,1,1,1,1,0,0,1,
2012,1,2,Bronx,0,1,0,0,1,0,1,
2012,0,2,Manhattan,0,1,1,0,0,1,1,
2012,0,2,Manhattan,0,0,1,0,0,1,1,
2012,1,2,Manhattan,0,0,0,1,1,0,1,
2012,1,2,Manhattan,1,0,0,1,1,0,1,
2012,0,2,Manhattan,1,0,1,0,1,0,1,
2012,0,2,Bronx,0,0,0,1,1,0,1,
2012,0,2,Bronx,1,1,0,1,0,1,1,
2012,0,2,Bronx,1,1,1,1,0,1,1,
2012,1,2,Bronx,1,1,0,0,0,1,1,
2012,0,2,Bronx,0,1,1,0,0,1,1,
2012,0,2,Bronx,0,1,1,1,0,0,1,
2012,0,2,Bronx,0,1,1,0,1,1,1,
2012,0,2,Bronx,1,0,1,1,1,1,1,
2012,1,2,Brooklyn,1,0,0,1,0,0,1,
2012,1,2,Brooklyn,0,1,1,0,0,0,1,
2012,1,2,Queens,0,0,0,1,1,0,1,
2012,1,2,Queens,1,0,0,0,0,1,1,
2012,1,2,SI,0,0,0,0,1,0,1,
2012,0,2,Manhattan,0,1,0,0,1,1,1,
2012,0,2,Brooklyn,0,1,0,1,0,0,1,
2012,0,2,Manhattan,0,0,1,0,1,0,1,
2012,1,2,Manhattan,1,1,0,1,0,0,1,
2012,0,2,Brooklyn,0,1,0,0,0,1,1,
2012,0,2,Manhattan,0,1,0,0,0,1,1,
2012,0,2,Bronx,0,0,1,1,1,0,1,
2012,1,2,Queens,0,1,0,0,0,0,1,
2012,1,2,Manhattan,1,1,1,0,1,0,1,
2012,1,2,Manhattan,1,1,0,0,1,0,1,
2012,1,2,Bronx,1,0,0,1,1,0,1,
2012,0,2,Bronx,1,1,0,1,1,0,1,
2012,0,2,Bronx,0,1,0,0,0,1,1,
2012,0,2,Bronx,0,0,0,0,1,0,1,
2012,1,2,Brooklyn,1,1,1,0,0,1,1,
2012,1,2,Brooklyn,1,1,0,0,0,1,1,
2012,1,2,Brooklyn,0,0,1,1,0,0,1,
2012,1,2,Queens,0,1,1,0,0,0,1,
2012,0,2,SI,0,1,0,0,1,0,1,
2012,0,2,SI,1,0,0,1,1,0,1,
2013,0,2,Manhattan,1,1,1,1,1,0,1,
2013,0,2,Queens,0,0,0,1,1,0,1,
2013,0,2,Brooklyn,0,0,0,0,1,0,1,
2013,0,2,Brooklyn,1,1,0,1,0,0,1,
2013,1,2,Manhattan,1,0,1,1,0,0,1,
2013,0,2,SI,1,0,0,1,0,1,1,
2013,1,2,Bronx,1,0,0,0,0,1,1,
2013,1,2,SI,0,1,0,0,0,0,1,
2013,1,2,SI,0,0,0,1,0,0,1,
2013,0,2,Bronx,1,1,1,1,1,1,1,
2013,1,2,Brooklyn,1,1,1,0,0,1,1,
2013,1,2,Bronx,0,0,1,0,0,0,1,
2013,0,2,Queens,1,0,0,0,1,0,1,
2013,0,2,Bronx,1,1,0,1,1,0,1,
2013,0,2,Bronx,1,0,1,1,1,0,1,
2013,1,2,Queens,1,0,0,1,0,0,1,
2013,0,2,Bronx,0,1,1,1,0,1,1,
2013,0,2,Queens,1,0,0,1,1,0,1,
2013,0,2,Bronx,1,0,1,0,1,1,1,
2013,0,2,Queens,0,1,1,0,1,0,1,
2013,1,2,Queens,1,1,1,0,0,0,1,
2013,1,2,Brooklyn,1,1,0,0,1,0,1,
2013,0,2,Brooklyn,0,0,1,1,0,0,1,
2013,0,2,Brooklyn,1,0,1,1,1,0,1,
2013,0,2,Bronx,0,0,0,0,1,0,1,
2013,0,2,Manhattan,0,1,1,0,1,1,1,
2013,0,2,Manhattan,1,1,0,1,0,0,1,
2013,1,2,Queens,1,1,1,0,0,1,1,
2013,1,2,Bronx,0,0,1,1,0,0,1,
2013,0,2,Brooklyn,1,0,1,0,1,0,1,
2013,1,2,Queens,0,1,0,0,1,0,1,
2013,0,2,Brooklyn,0,0,1,1,1,0,1,
2013,1,2,Bronx,1,1,1,1,0,1,1,
2013,0,2,Manhattan,0,0,1,1,0,0,1,
2013,0,2,Queens,1,1,0,0,1,1,1,
2013,0,2,Bronx,1,0,1,0,1,0,1,
2013,0,2,Bronx,0,0,0,0,0,1,1,
2013,0,2,Queens,1,0,1,0,0,1,1,
2013,1,2,Bronx,1,1,1,0,0,1,1,
2013,0,2,Manhattan,1,1,1,1,0,0,1,
2013,1,2,Brooklyn,0,0,0,0,1,0,1,
2013,0,2,Bronx,0,0,1,0,0,1,1,
2013,0,2,SI,1,1,1,0,1,0,1,
2013,1,2,Brooklyn,0,1,0,0,0,0,1,
2013,0,2,Queens,0,0,1,1,0,0,1,
2013,0,2,Bronx,1,1,0,1,0,1,1,
2013,0,2,Bronx,1,0,0,1,0,1,1,
2013,1,2,Manhattan,1,0,0,1,0,0,1,
2013,0,2,Bronx,0,1,0,0,0,1,1,
2013,0,2,Brooklyn,1,0,1,0,0,1,1,
2013,0,2,SI,1,0,1,1,0,1,1,
2013,0,2,Bronx,0,1,0,1,1,0,1,
2015,0,2,Queens,1,0,0,1,0,0,1,
2015,0,2,Brooklyn,1,0,0,0,0,1,1,
2015,1,2,Brooklyn,1,1,0,0,0,0,1,
2015,1,2,Manhattan,0,0,1,0,0,0,1,
2015,1,2,SI,1,0,1,0,0,0,1,
2015,0,2,Bronx,1,1,1,1,1,0,1,
2015,0,2,Brooklyn,1,0,0,1,1,0,1,
2015,0,2,Bronx,1,0,1,1,1,0,1,
2015,0,2,SI,1,0,1,0,0,1,1,
2015,0,2,Brooklyn,1,0,1,1,0,0,1,
2015,1,2,Queens,1,0,1,1,0,0,1,
2015,1,2,Queens,1,1,1,0,0,0,1,
2015,1,2,Manhattan,1,1,0,0,0,1,1,
2015,0,2,Brooklyn,0,0,1,0,1,0,1,
2015,0,2,Manhattan,0,0,0,1,0,0,1,
2015,0,2,Bronx,1,0,0,1,1,0,1,
2015,0,2,Bronx,0,0,0,1,1,0,1,
2015,1,2,Brooklyn,1,1,0,0,1,0,1,
2015,0,2,SI,0,1,0,0,0,1,1,
2015,1,2,Brooklyn,1,1,1,0,0,1,1,
2015,0,2,Manhattan,0,1,1,0,1,1,1,
2015,1,2,Brooklyn,1,0,1,0,0,1,1,
2015,1,2,Manhattan,1,1,1,0,1,0,1,
2015,0,2,Manhattan,1,0,1,1,1,0,1,
2015,0,2,Brooklyn,1,0,1,0,0,1,1,
2015,0,2,Bronx,1,1,0,1,0,1,1,
2015,0,2,Queens,1,0,1,0,1,0,1,
2015,0,2,Queens,1,1,0,0,1,1,1,
2015,0,2,Brooklyn,0,1,0,0,1,0,1,
2015,1,2,Manhattan,0,1,0,0,0,0,1,
2015,1,2,Brooklyn,0,1,1,0,0,0,1,
2015,1,2,Manhattan,1,0,0,0,0,0,1,
2015,1,2,Manhattan,0,1,0,0,1,0,1,
2015,0,2,SI,0,1,0,0,0,0,1,
2015,0,2,Manhattan,0,1,0,0,1,0,1,
2015,1,2,Manhattan,1,1,0,0,0,0,1,
2015,0,2,Queens,0,0,1,0,0,1,1,
2015,1,2,Bronx,1,0,1,1,1,0,1,
2015,1,2,Brooklyn,1,1,1,0,0,0,1,
2015,0,2,Bronx,1,1,1,1,1,1,1,
2015,0,2,Manhattan,1,0,1,1,0,1,1,
2015,0,2,SI,1,1,0,0,0,0,1,
2015,0,2,Brooklyn,1,1,1,0,1,0,1,
2015,0,2,Queens,1,0,0,1,1,0,1,
2015,1,2,Bronx,0,1,1,0,0,1,1,
2015,1,2,Bronx,0,1,1,0,0,0,1,
2015,0,2,Bronx,1,0,0,1,0,0,1,
2015,0,2,Bronx,0,0,1,0,0,1,1,
2015,0,2,Brooklyn,1,1,1,0,1,1,1,
2015,1,2,Bronx,1,1,1,0,1,0,1,
2015,1,2,Bronx,1,0,1,0,1,0,1,
2015,0,2,Brooklyn,1,0,0,0,1,0,1,
2015,0,2,Bronx,0,0,0,0,0,1,1,
2015,0,2,SI,1,1,1,0,0,1,1,
2015,1,2,Queens,1,0,0,0,0,0,1,
2015,1,2,Brooklyn,1,0,0,1,1,0,1,
2015,1,2,Manhattan,1,1,0,0,1,1,1,
2015,1,2,Bronx,0,1,0,0,1,0,1,
2015,1,2,Queens,0,0,1,0,0,0,1,
2003,0,2,Brooklyn,0,0,0,0,1,0,2,
2003,0,2,Brooklyn,1,1,0,1,0,0,2,
2003,0,2,Bronx,1,1,1,1,1,0,2,
2003,0,2,Bronx,1,0,0,0,1,0,2,
2003,1,2,Brooklyn,0,0,0,1,0,0,2,
2003,0,2,Brooklyn,0,1,0,0,0,0,2,
2003,0,2,Brooklyn,1,0,0,1,1,0,2,
2003,0,2,SI,0,1,0,0,0,0,2,
2003,0,2,Queens,1,0,1,0,1,0,2,
2003,0,2,Manhattan,0,0,0,0,1,0,2,
2003,0,2,Brooklyn,1,0,0,0,1,0,2,
2003,0,2,Queens,1,1,0,0,0,1,2,
2003,0,2,Queens,0,1,0,0,0,1,2,
2003,1,2,Bronx,0,0,0,1,0,0,2,
2003,1,2,Brooklyn,1,1,1,0,1,0,2,
2003,0,2,Bronx,1,0,0,1,0,1,2,
2003,0,2,SI,0,0,0,1,0,0,2,
2003,1,2,Manhattan,1,1,0,0,0,0,2,
2003,0,2,Manhattan,1,1,0,0,1,1,2,
2003,1,2,Manhattan,1,1,0,0,1,0,2,
2003,0,2,Bronx,0,1,0,0,0,1,2,
2003,1,2,Manhattan,0,1,1,0,1,0,2,
2003,1,2,Brooklyn,1,1,1,1,0,0,2,
2003,0,2,Brooklyn,1,0,1,1,0,1,2,
2003,0,2,SI,1,1,0,0,0,0,2,
2003,1,2,Brooklyn,1,1,0,0,0,0,2,
2003,0,2,Brooklyn,1,0,1,0,1,0,2,
2003,0,2,Brooklyn,1,1,0,0,0,1,2,
2003,1,2,Manhattan,1,0,1,1,0,0,2,
2003,1,2,Manhattan,0,0,0,1,0,0,2,
2003,1,2,Queens,0,0,0,1,0,0,2,
2003,0,2,Brooklyn,0,0,0,0,0,1,2,
2003,0,2,Manhattan,1,0,1,1,1,0,2,
2003,0,2,Manhattan,0,0,1,1,1,0,2,
2003,1,2,Queens,1,1,1,0,0,0,2,
2003,0,2,Queens,1,0,1,0,0,1,2,
2003,0,2,Bronx,0,1,1,0,1,0,2,
2003,1,2,Manhattan,0,1,1,0,0,0,2,
2004,0,2,Bronx,0,1,1,0,0,1,2,
2004,0,2,Manhattan,1,1,0,1,1,0,2,
2004,0,2,Brooklyn,1,0,0,1,1,0,2,
2004,1,2,Bronx,1,0,0,1,0,0,2,
2004,1,2,SI,0,0,1,0,0,0,2,
2004,0,2,SI,1,1,1,0,1,0,2,
2004,0,2,Queens,1,1,1,0,1,1,2,
2004,1,2,Manhattan,0,1,0,0,0,0,2,
2004,1,2,Queens,0,0,0,1,0,0,2,
2004,0,2,Bronx,1,1,0,0,1,1,2,
2004,0,2,Brooklyn,1,0,1,1,1,1,2,
2004,1,2,Brooklyn,0,1,0,0,0,0,2,
2004,0,2,Brooklyn,1,0,1,0,1,0,2,
2004,0,2,Queens,0,1,0,1,0,0,2,
2004,0,2,Brooklyn,1,1,1,1,0,0,2,
2004,1,2,Bronx,1,1,0,0,1,0,2,
2004,0,2,Manhattan,0,0,1,0,1,0,2,
2004,0,2,Brooklyn,0,0,0,1,1,0,2,
2004,1,2,Manhattan,1,1,0,0,1,0,2,
2004,1,2,Manhattan,1,1,0,0,0,0,2,
2004,0,2,Bronx,1,0,0,0,0,1,2,
2004,1,2,Bronx,0,0,0,0,0,1,2,
2004,0,2,Brooklyn,1,0,0,1,0,1,2,
2004,0,2,Brooklyn,1,1,0,1,0,1,2,
2004,0,2,Bronx,1,0,0,1,1,1,2,
2004,0,2,Bronx,1,1,1,1,1,0,2,
2004,0,2,Bronx,1,1,0,1,1,0,2,
2004,0,2,Bronx,0,0,1,0,1,0,2,
2004,0,2,Queens,1,0,0,0,0,1,2,
2005,1,2,Brooklyn,1,1,0,0,0,0,2,
2005,0,2,Brooklyn,0,1,0,1,0,0,2,
2005,1,2,Bronx,1,1,0,0,0,0,2,
2005,0,2,Bronx,0,1,1,1,0,0,2,
2005,0,2,Brooklyn,1,0,0,1,1,1,2,
2005,1,2,Bronx,1,1,0,0,1,0,2,
2005,1,2,SI,1,0,1,0,0,0,2,
2005,0,2,Manhattan,1,1,1,1,0,1,2,
2005,0,2,Brooklyn,0,1,1,0,1,0,2,
2005,0,2,Brooklyn,0,0,0,0,0,1,2,
2005,0,2,Manhattan,0,0,0,1,1,0,2,
2005,0,2,Bronx,1,1,0,0,1,1,2,
2005,0,2,Bronx,0,1,0,1,0,0,2,
2005,0,2,SI,1,1,1,0,0,1,2,
2005,0,2,SI,1,0,1,1,0,0,2,
2005,0,2,Queens,1,1,0,1,0,0,2,
2005,0,2,Bronx,0,1,1,0,1,0,2,
2005,1,2,Bronx,1,0,1,1,0,0,2,
2005,0,2,Manhattan,1,1,0,0,1,1,2,
2005,0,2,Queens,0,1,0,0,1,0,2,
2006,0,2,Manhattan,1,1,0,1,1,0,2,
2006,1,2,Manhattan,1,1,1,0,1,0,2,
2006,0,2,Manhattan,1,1,0,1,0,0,2,
2006,0,2,Manhattan,0,0,0,1,1,0,2,
2006,1,2,Manhattan,0,0,1,1,0,0,2,
2006,0,2,Bronx,1,1,0,1,1,0,2,
2006,0,2,Bronx,1,0,0,1,0,1,2,
2006,1,2,Bronx,0,1,1,0,0,0,2,
2006,1,2,Bronx,1,1,1,1,0,0,2,
2006,0,2,Bronx,1,0,1,0,1,1,2,
2006,0,2,Bronx,0,1,1,0,1,0,2,
2006,0,2,Bronx,1,1,0,0,0,1,2,
2006,0,2,Bronx,1,0,1,1,0,1,2,
2006,0,2,Bronx,1,0,0,0,1,1,2,
2006,0,2,Brooklyn,1,0,1,1,1,0,2,
2006,1,2,Brooklyn,1,1,1,0,0,0,2,
2006,0,2,Brooklyn,1,0,0,1,1,0,2,
2006,0,2,Brooklyn,1,1,1,1,0,0,2,
2006,1,2,Brooklyn,1,0,0,1,0,0,2,
2006,0,2,Brooklyn,1,1,0,0,0,1,2,
2006,1,2,Queens,1,1,0,0,0,0,2,
2006,0,2,Queens,0,0,1,1,0,0,2,
2006,0,2,Queens,0,1,0,0,1,0,2,
2006,0,2,Queens,0,1,1,0,1,0,2,
2006,0,2,Queens,0,0,0,0,1,0,2,
2006,1,2,SI,1,1,1,0,0,0,2,
2006,1,2,SI,0,0,0,1,0,0,2,
2006,1,2,SI,1,0,1,0,0,0,2,
2006,0,2,SI,1,0,0,1,0,0,2,
2006,0,2,SI,1,0,1,1,0,0,2,
2007,0,2,Brooklyn,1,1,1,0,1,1,2,
2007,0,2,Manhattan,1,0,0,0,1,0,2,
2007,0,2,Queens,1,0,1,0,0,1,2,
2007,0,2,Bronx,0,1,0,1,0,0,2,
2007,1,2,Brooklyn,1,0,0,1,1,0,2,
2007,0,2,Manhattan,1,0,1,1,0,1,2,
2007,1,2,Brooklyn,1,1,0,0,0,0,2,
2007,0,2,Bronx,0,0,1,1,0,0,2,
2007,1,2,Brooklyn,0,1,1,0,0,0,2,
2007,0,2,Queens,1,0,1,0,1,0,2,
2007,0,2,Brooklyn,0,0,1,1,0,0,2,
2007,0,2,Manhattan,1,0,0,1,1,0,2,
2007,0,2,Manhattan,1,0,0,1,0,1,2,
2007,0,2,Bronx,1,1,0,1,0,1,2,
2007,0,2,SI,1,1,0,0,1,0,2,
2007,0,2,Queens,1,0,0,0,0,1,2,
2007,0,2,Bronx,0,1,1,1,0,0,2,
2007,0,2,Queens,0,1,1,0,1,0,2,
2007,0,2,SI,1,1,1,0,0,1,2,
2007,0,2,Manhattan,0,0,0,0,1,0,2,
2007,1,2,SI,0,0,0,1,0,0,2,
2007,0,2,Manhattan,1,1,0,1,0,0,2,
2007,0,2,SI,1,1,1,0,1,1,2,
2007,1,2,Manhattan,1,1,1,0,1,0,2,
2008,1,2,Queens,1,1,1,0,0,0,2,
2008,0,2,SI,1,1,0,0,1,0,2,
2008,1,2,Brooklyn,1,1,0,0,1,0,2,
2008,1,2,SI,1,1,0,0,0,0,2,
2008,0,2,Bronx,1,0,0,1,1,0,2,
2008,0,2,Bronx,1,0,1,1,1,0,2,
2008,0,2,Bronx,1,1,0,1,1,0,2,
2008,0,2,Manhattan,1,0,0,0,1,0,2,
2008,1,2,Brooklyn,1,0,1,1,0,0,2,
2008,0,2,Bronx,0,1,1,1,0,0,2,
2008,1,2,Queens,1,1,0,0,1,0,2,
2008,0,2,Bronx,0,1,0,1,0,0,2,
2008,0,2,Manhattan,1,1,1,1,0,1,2,
2008,1,2,Brooklyn,0,1,1,0,0,0,2,
2008,0,2,Bronx,1,0,0,0,1,0,2,
2008,0,2,Brooklyn,0,1,0,0,0,1,2,
2008,1,2,Bronx,0,1,1,0,1,0,2,
2008,0,2,Queens,0,1,0,0,1,0,2,
2008,1,2,Bronx,0,0,1,1,0,0,2,
2008,0,2,Brooklyn,1,0,0,1,1,0,2,
2008,1,2,Manhattan,1,1,1,0,0,1,2,
2008,1,2,SI,1,1,1,0,0,0,2,
2008,0,2,Bronx,0,0,0,0,0,1,2,
2008,1,2,Bronx,1,1,0,1,0,0,2,
2008,0,2,Bronx,0,0,0,1,1,0,2,
2008,0,2,Brooklyn,1,1,1,1,1,0,2,
2008,1,2,Brooklyn,1,0,0,1,0,1,2,
2008,0,2,Manhattan,1,0,0,0,1,1,2,
2008,0,2,Queens,0,0,1,0,0,1,2,
2009,0,2,Bronx,0,0,0,0,1,0,2,
2009,0,2,SI,1,1,1,0,1,0,2,
2009,0,2,Bronx,1,1,0,0,1,1,2,
2009,0,2,SI,1,1,1,0,1,1,2,
2009,0,2,Manhattan,0,0,0,0,1,0,2,
2009,1,2,Brooklyn,1,1,0,0,1,0,2,
2009,0,2,Queens,0,0,0,0,1,0,2,
2009,1,2,Bronx,0,0,1,1,0,0,2,
